              t             x1             y1             x2             y2
           5.08      -0.975645       0.219356       -1.97067       0.318943
           5.09      -0.979494       0.201471       -1.97415       0.304702
            5.1      -0.983196       0.182553       -1.97746       0.289463
           5.11      -0.986693       0.162594       -1.98056       0.273219
           5.12      -0.989925        0.14159       -1.98336       0.255962
           5.13      -0.992829       0.119547       -1.98583       0.237684
           5.14      -0.995336      0.0964739       -1.98788       0.218377
           5.15      -0.997376      0.0723924       -1.98945        0.19803
           5.16      -0.998879      0.0473308       -1.99048       0.176633
           5.17      -0.999773      0.0213273       -1.99091       0.154176
           5.18      -0.999984     -0.0055702       -1.99066       0.130649
           5.19      -0.999445     -0.0333048       -1.98969        0.10604
            5.2      -0.998088     -0.0618108       -1.98793      0.0803395
           5.21       -0.99585      -0.091015       -1.98535      0.0535392
           5.22      -0.992672      -0.120838       -1.98189      0.0256305
           5.23      -0.988504      -0.151193       -1.97752    -0.00339351
           5.24        -0.9833      -0.181994       -1.97222     -0.0335384
           5.25       -0.97702      -0.213147       -1.96596     -0.0648083
           5.26      -0.969634       -0.24456       -1.95872     -0.0972057
           5.27      -0.961118      -0.276139       -1.95049      -0.130731
           5.28      -0.951454      -0.307791       -1.94126      -0.165385
           5.29      -0.940634      -0.339423       -1.93103      -0.201164
            5.3      -0.928655      -0.370944       -1.91979      -0.238064
           5.31      -0.915524      -0.402264       -1.90753      -0.276082
           5.32      -0.901252      -0.433295       -1.89426       -0.31521
           5.33      -0.885861       -0.46395       -1.87996      -0.355441
           5.34       -0.86938      -0.494145       -1.86463      -0.396765
           5.35      -0.851844      -0.523796       -1.84826      -0.439172
           5.36      -0.833297      -0.552825       -1.83083      -0.482649
           5.37      -0.813795      -0.581153       -1.81234      -0.527182
           5.38      -0.793397      -0.608704       -1.79275      -0.572755
           5.39      -0.772176      -0.635409       -1.77205      -0.619348
            5.4      -0.750211      -0.661198       -1.75019      -0.666941
           5.41      -0.727593      -0.686009       -1.72716      -0.715508
           5.42      -0.704419      -0.709784       -1.70289       -0.76502
           5.43        -0.6808      -0.732469       -1.67735      -0.815441
           5.44      -0.656851       -0.75402       -1.65048      -0.866731
           5.45        -0.6327      -0.774397       -1.62221      -0.918844
           5.46       -0.60848      -0.793569       -1.59248      -0.971724
           5.47      -0.584334      -0.811513       -1.56121       -1.02531
           5.48       -0.56041      -0.828215       -1.52832       -1.07951
           5.49      -0.536862       -0.84367       -1.49371       -1.13425
            5.5      -0.513849      -0.857881       -1.45729       -1.18942
           5.51      -0.491532       -0.87086       -1.41895       -1.24489
           5.52      -0.470073      -0.882628       -1.37857       -1.30053
           5.53      -0.449634      -0.893213       -1.33603       -1.35614
           5.54      -0.430371      -0.902652        -1.2912       -1.41154
           5.55      -0.412435      -0.910987       -1.24395       -1.46649
           5.56      -0.395961      -0.918267       -1.19413        -1.5207
           5.57      -0.381066      -0.924548       -1.14161       -1.57383
           5.58      -0.367837       -0.92989       -1.08624       -1.62552
           5.59      -0.356318      -0.934365       -1.02789        -1.6753
            5.6      -0.346492      -0.938053       -0.96648       -1.72266
           5.61      -0.338263      -0.941052      -0.901942       -1.76705
           5.62      -0.331431       -0.94348      -0.834297       -1.80784
           5.63      -0.325679       -0.94548      -0.763658       -1.84447
           5.64      -0.320577      -0.947223      -0.690253       -1.87638
           5.65      -0.315597      -0.948893      -0.614431        -1.9032
           5.66      -0.310168      -0.950682      -0.536637        -1.9247
           5.67      -0.303731      -0.952758      -0.457376       -1.94088
           5.68       -0.29579      -0.955253      -0.377159       -1.95194
           5.69      -0.285951      -0.958244      -0.296464       -1.95819
            5.7      -0.273921      -0.961752      -0.215706       -1.96006
           5.71      -0.259508      -0.965741      -0.135229       -1.95799
           5.72      -0.242597      -0.970127     -0.0553071       -1.95243
           5.73      -0.223137      -0.974787      0.0238479       -1.94381
           5.74      -0.201119      -0.979567       0.102073        -1.9325
           5.75      -0.176573      -0.984287       0.179243       -1.91884
           5.76      -0.149554      -0.988754       0.255267       -1.90315
           5.77      -0.120136      -0.992757       0.330072       -1.88568
           5.78     -0.0884157      -0.996084       0.403607       -1.86667
           5.79     -0.0545024      -0.998514       0.475827       -1.84631
            5.8     -0.0185213      -0.999828         0.5467       -1.82477
           5.81      0.0193888      -0.999812       0.616195        -1.8022
           5.82      0.0590769      -0.998253       0.684282       -1.77871
           5.83        0.10038      -0.994949       0.750929       -1.75441
           5.84       0.143123      -0.989705         0.8161       -1.72937
           5.85       0.187121      -0.982337       0.879749       -1.70363
           5.86       0.232178      -0.972673       0.941822       -1.67723
           5.87       0.278086      -0.960556        1.00225       -1.65018
           5.88       0.324623      -0.945843        1.06095       -1.62247
           5.89       0.371555      -0.928411        1.11782       -1.59406
            5.9       0.418628      -0.908158        1.17275       -1.56489
           5.91        0.46557      -0.885011        1.22561       -1.53489
           5.92       0.512082      -0.858937        1.27623       -1.50397
           5.93       0.557843      -0.829947        1.32448       -1.47203
           5.94       0.602505      -0.798115        1.37019       -1.43894
           5.95       0.645705      -0.763587        1.41323        -1.4046
           5.96       0.687072      -0.726589         1.4535       -1.36892
           5.97       0.726251       -0.68743        1.49092       -1.33185
           5.98       0.762925      -0.646487        1.52552       -1.29337
           5.99       0.796842      -0.604188        1.55735       -1.25352
              6        0.82783      -0.560978        1.58654       -1.21241
           6.01       0.855807      -0.517295        1.61328       -1.17017
           6.02       0.880774      -0.473538        1.63776       -1.12696
           6.03       0.902802      -0.430057        1.66022       -1.08299
           6.04       0.922018      -0.387146        1.68085       -1.03843
           6.05       0.938587      -0.345044        1.69987      -0.993464
           6.06       0.952692      -0.303939        1.71745      -0.948254
           6.07       0.964529      -0.263978        1.73376      -0.902952
           6.08       0.974296      -0.225271        1.74893      -0.857686
           6.09       0.982188      -0.187903        1.76308       -0.81257
            6.1       0.988391      -0.151933        1.77632      -0.767704
           6.11       0.993084      -0.117403        1.78873      -0.723171
           6.12       0.996437     -0.0843406        1.80038      -0.679045
           6.13       0.998607     -0.0527609        1.81135      -0.635389
           6.14       0.999743     -0.0226702        1.82167      -0.592258
           6.15       0.999982     0.00593326        1.83141      -0.549698
           6.16       0.999453      0.0330576         1.8406      -0.507751
           6.17       0.998275       0.058716        1.84927      -0.466455
           6.18       0.996556       0.082926        1.85746       -0.42584
           6.19       0.994397       0.105709        1.86519      -0.385937
            6.2       0.991892       0.127087        1.87249      -0.346771
           6.21       0.989123       0.147088        1.87938      -0.308365
           6.22        0.98617       0.165737        1.88588      -0.270741
           6.23       0.983101       0.183064        1.89202      -0.233918
           6.24        0.97998       0.199097        1.89779      -0.197914
           6.25       0.976863       0.213864        1.90324      -0.162745
           6.26       0.973802       0.227396        1.90836      -0.128427
           6.27       0.970842       0.239718        1.91317     -0.0949737
           6.28       0.968023        0.25086        1.91769     -0.0623969
           6.29        0.96538       0.260847        1.92193      -0.030709
            6.3       0.962943       0.269704        1.92591    7.95083e-05
           6.31       0.960739       0.277454        1.92963      0.0299587
           6.32       0.958789       0.284119         1.9331      0.0589195
           6.33       0.957112       0.289718        1.93634      0.0869539
           6.34       0.955723       0.294268        1.93935       0.114054
           6.35       0.954633       0.297785        1.94214       0.140214
           6.36       0.953851       0.300281        1.94472       0.165428
           6.37       0.953381       0.301769        1.94708       0.189688
           6.38       0.953227       0.302255        1.94924       0.212992
           6.39       0.953388       0.301746        1.95118       0.235333
            6.4       0.953861       0.300247        1.95291       0.256708
           6.41       0.954641       0.297759        1.95443       0.277111
           6.42       0.955718       0.294283        1.95572       0.296538
           6.43       0.957082       0.289816        1.95677       0.314983
           6.44       0.958718       0.284358        1.95756        0.33244
           6.45       0.960609       0.277903        1.95809       0.348904
           6.46       0.962734        0.27045        1.95831       0.364365
           6.47       0.965069       0.261996        1.95822       0.378815
           6.48       0.967587       0.252539        1.95778       0.392243
           6.49       0.970257       0.242079        1.95696       0.404635
            6.5       0.973044       0.230621        1.95571       0.415978
           6.51        0.97591       0.218172        1.95402       0.426254
           6.52       0.978815       0.204745        1.95184       0.435445
           6.53       0.981715       0.190355        1.94914       0.443532
           6.54       0.984564       0.175025        1.94587       0.450491
           6.55       0.987314       0.158781        1.94203       0.456302
           6.56       0.989916       0.141656        1.93757       0.460942
           6.57       0.992322       0.123684        1.93249       0.464389
           6.58       0.994482       0.104904        1.92677       0.466623
           6.59       0.996351      0.0853558         1.9204       0.467626
            6.6        0.99788      0.0650798        1.91339        0.46738
           6.61       0.999026      0.0441166        1.90574       0.465873
           6.62       0.999747      0.0225056        1.89746       0.463094
           6.63              1    0.000284502        1.88857       0.459034
           6.64       0.999747     -0.0225111        1.87908       0.453687
           6.65       0.998948     -0.0458478        1.86903       0.447052
           6.66       0.997568     -0.0696944        1.85844       0.439128
           6.67        0.99557     -0.0940217        1.84733       0.429916
           6.68       0.992918      -0.118802        1.83572        0.41942
           6.69       0.989576       -0.14401        1.82365       0.407645
            6.7        0.98551      -0.169619        1.81114       0.394598
           6.71       0.980683      -0.195605        1.79821       0.380287
           6.72        0.97506      -0.221943        1.78489        0.36472
           6.73       0.968604      -0.248608        1.77121       0.347907
           6.74        0.96128      -0.275573        1.75718       0.329857
           6.75       0.953051       -0.30281        1.74283       0.310582
           6.76        0.94388       -0.33029        1.72818       0.290093
           6.77       0.933729       -0.35798        1.71325         0.2684
           6.78       0.922563      -0.385846        1.69805       0.245515
           6.79       0.910346      -0.413849        1.68261       0.221449
            6.8       0.897041      -0.441948        1.66694       0.196213
           6.81       0.882615      -0.470097        1.65106       0.169819
           6.82       0.867035      -0.498247        1.63497       0.142276
           6.83       0.850273      -0.526342         1.6187       0.113594
           6.84       0.832301      -0.554324        1.60225      0.0837831
           6.85       0.813097      -0.582128        1.58563      0.0528506
           6.86       0.792644      -0.609685        1.56884      0.0208035
           6.87       0.770929      -0.636921         1.5519     -0.0123526
           6.88        0.74795      -0.663755         1.5348     -0.0466138
           6.89        0.72371      -0.690104        1.51755     -0.0819777
            6.9       0.698222      -0.715881        1.50014      -0.118444
           6.91       0.671512      -0.740993        1.48256      -0.156015
           6.92       0.643616      -0.765348        1.46481      -0.194695
           6.93       0.614585       -0.78885        1.44686      -0.234488
           6.94       0.584484      -0.811405         1.4287      -0.275405
           6.95       0.553393      -0.832921         1.4103      -0.317455
           6.96       0.521408      -0.853307        1.39163      -0.360649
           6.97       0.488645      -0.872483        1.37265      -0.405001
           6.98       0.455233      -0.890373         1.3533      -0.450523
           6.99       0.421319      -0.906913        1.33355      -0.497229
              7       0.387067      -0.922052        1.31331       -0.54513
           7.01       0.352655      -0.935753        1.29253      -0.594234
           7.02       0.318274      -0.947999        1.27112      -0.644546
           7.03       0.284126      -0.958787          1.249      -0.696065
           7.04       0.250423      -0.968136        1.22607      -0.748784
           7.05       0.217382      -0.976087        1.20223      -0.802687
           7.06       0.185224      -0.982696        1.17739      -0.857749
           7.07       0.154171      -0.988044        1.15142      -0.913931
           7.08       0.124444      -0.992227        1.12422      -0.971184
           7.09      0.0962605      -0.995356        1.09568       -1.02945
            7.1      0.0698319      -0.997559        1.06568       -1.08864
           7.11      0.0453648       -0.99897         1.0341       -1.14866
           7.12      0.0230599      -0.999734        1.00083       -1.20941
           7.13     0.00311298      -0.999995       0.965759       -1.27076
           7.14     -0.0142829      -0.999898        0.92877       -1.33254
           7.15     -0.0289344      -0.999581       0.889746       -1.39458
           7.16     -0.0406432      -0.999174       0.848565       -1.45668
           7.17      -0.049201      -0.998789       0.805098       -1.51857
           7.18     -0.0543828       -0.99852       0.759203       -1.57996
           7.19     -0.0559394      -0.998434       0.710723       -1.64049
            7.2     -0.0535913      -0.998563       0.659475       -1.69966
           7.21     -0.0470253      -0.998894       0.605252       -1.75687
           7.22     -0.0359019      -0.999355       0.547814       -1.81131
           7.23     -0.0198883      -0.999802       0.486904       -1.86187
           7.24     0.00125141      -0.999999       0.422286       -1.90704
           7.25      0.0274612      -0.999623        0.35384       -1.94486
           7.26      0.0580636      -0.998313       0.281748       -1.97297
           7.27      0.0914264      -0.995812       0.206725       -1.98914
           7.28        0.12504      -0.992152       0.130064       -1.99214
           7.29        0.15627      -0.987714      0.0533077        -1.9824
            7.3       0.183235      -0.983069      -0.022257       -1.96173
           7.31       0.205061      -0.978749     -0.0958396        -1.9324
           7.32       0.221603      -0.975137      -0.167072       -1.89651
           7.33       0.233071       -0.97246      -0.235842        -1.8557
           7.34       0.239803      -0.970822       -0.30216       -1.81122
           7.35       0.242143       -0.97024      -0.366088         -1.764
           7.36       0.240407      -0.970672      -0.427708       -1.71473
           7.37       0.234868      -0.972027      -0.487101       -1.66395
           7.38       0.225761      -0.974183      -0.544349       -1.61209
           7.39       0.213292      -0.976989       -0.59953        -1.5595
            7.4       0.197646      -0.980273      -0.652723       -1.50646
           7.41       0.178997       -0.98385      -0.704007       -1.45321
           7.42       0.157513      -0.987517      -0.753462       -1.39998
           7.43       0.133363      -0.991067      -0.801176       -1.34693
           7.44       0.106721      -0.994289      -0.847237       -1.29423
           7.45      0.0777697      -0.996971       -0.89174       -1.24202
           7.46      0.0467026      -0.998909      -0.934787       -1.19043
           7.47       0.013724      -0.999906      -0.976479       -1.13954
           7.48     -0.0209514       -0.99978       -1.01692       -1.08947
           7.49     -0.0570996      -0.998368       -1.05622       -1.04026
            7.5     -0.0944898      -0.995526       -1.09448         -0.992
           7.51      -0.132887      -0.991131       -1.13181      -0.944719
           7.52      -0.172056      -0.985087        -1.1683      -0.898456
           7.53      -0.211765      -0.977321       -1.20404      -0.853239
           7.54      -0.251785      -0.967783       -1.23911      -0.809086
           7.55      -0.291901      -0.956449        -1.2736      -0.766007
           7.56      -0.331905      -0.943313       -1.30756      -0.724011
           7.57      -0.371609      -0.928389       -1.34106        -0.6831
           7.58      -0.410835       -0.91171       -1.37413      -0.643277
           7.59      -0.449425      -0.893318       -1.40682      -0.604542
            7.6       -0.48724      -0.873268       -1.43915      -0.566896
           7.61      -0.524156      -0.851623       -1.47114      -0.530342
           7.62      -0.560066      -0.828448       -1.50279      -0.494881
           7.63      -0.594881      -0.803814       -1.53411      -0.460521
           7.64      -0.628526      -0.777789       -1.56508      -0.427267
           7.65      -0.660939      -0.750439       -1.59569      -0.395131
           7.66      -0.692072      -0.721829       -1.62591      -0.364124
           7.67      -0.721884      -0.692014        -1.6557       -0.33426
           7.68      -0.750344      -0.661047       -1.68502      -0.305557
           7.69      -0.777429      -0.628971       -1.71383      -0.278033
            7.7      -0.803116      -0.595823       -1.74204       -0.25171
           7.71      -0.827389      -0.561629        -1.7696      -0.226609
           7.72       -0.85023      -0.526411       -1.79641      -0.202756
           7.73      -0.871621      -0.490181       -1.82236      -0.180176
           7.74      -0.891537      -0.452947       -1.84733      -0.158896
           7.75      -0.909953      -0.414712       -1.87118      -0.138941
           7.76       -0.92683      -0.375481       -1.89373      -0.120337
           7.77      -0.942124      -0.335266        -1.9148      -0.103106
           7.78      -0.955777      -0.294093       -1.93415     -0.0872636
           7.79      -0.967723      -0.252016       -1.95154     -0.0728174
            7.8      -0.977887      -0.209134       -1.96667     -0.0597603
           7.81      -0.986192      -0.165606       -1.97926     -0.0480659
           7.82      -0.992571      -0.121666       -1.98904     -0.0376839
           7.83      -0.996982     -0.0776314       -1.99578     -0.0285378
           7.84      -0.999426     -0.0338872       -1.99934     -0.0205281
           7.85      -0.999958     0.00914399        -1.9997     -0.0135424
           7.86      -0.998696      0.0510516       -1.99698    -0.00746884
           7.87      -0.995807      0.0914838       -1.99141    -0.00221058
           7.88      -0.991491       0.130179       -1.98328     0.00230477
           7.89      -0.985961       0.166973       -1.97294     0.00612247
            7.9      -0.979429        0.20179       -1.96072     0.00926347
           7.91      -0.972086       0.234623       -1.94693      0.0117301
           7.92      -0.964108       0.265511       -1.93184      0.0135121
           7.93      -0.955646       0.294519       -1.91567       0.014592
           7.94      -0.946831       0.321732       -1.89861      0.0149487
           7.95      -0.937778       0.347236       -1.88082      0.0145607
           7.96      -0.928585       0.371121       -1.86242      0.0134068
           7.97      -0.919338       0.393469        -1.8435      0.0114679
           7.98      -0.910114       0.414359       -1.82415     0.00872718
           7.99      -0.900978       0.433864       -1.80443     0.00517028
              8      -0.891993        0.45205       -1.78438    0.000785398
           8.01      -0.883212       0.468974       -1.76405    -0.00443671
           8.02      -0.874686        0.48469       -1.74347     -0.0105028
           8.03      -0.866461       0.499244       -1.72265     -0.0174174
           8.04      -0.858582       0.512676       -1.70162     -0.0251825
           8.05      -0.851089       0.525021       -1.68038     -0.0337981
           8.06      -0.844022       0.536309       -1.65894     -0.0432622
           8.07      -0.837417       0.546564       -1.63732     -0.0535704
           8.08      -0.831311       0.555807        -1.6155     -0.0647166
           8.09      -0.825738       0.564054       -1.59349     -0.0766928
            8.1       -0.82073       0.571316       -1.57129     -0.0894887
           8.11       -0.81632         0.5776       -1.54889      -0.103093
           8.12      -0.812538       0.582908       -1.52629      -0.117491
           8.13      -0.809413       0.587239       -1.50348      -0.132667
           8.14      -0.806973       0.590588       -1.48047      -0.148605
           8.15      -0.805243       0.592945       -1.45723      -0.165284
           8.16      -0.804247       0.594295       -1.43377      -0.182685
           8.17      -0.804007        0.59462       -1.41009      -0.200784
           8.18       -0.80454       0.593899       -1.38617      -0.219558
           8.19      -0.805862       0.592103       -1.36201      -0.238982
            8.2      -0.807985       0.589203       -1.33761      -0.259028
           8.21      -0.810916       0.585163       -1.31297       -0.27967
           8.22      -0.814656       0.579945        -1.2881       -0.30088
           8.23      -0.819202       0.573505       -1.26298       -0.32263
           8.24      -0.824544       0.565799       -1.23764       -0.34489
           8.25      -0.830663       0.556775       -1.21206      -0.367634
           8.26      -0.837535       0.546383       -1.18628      -0.390836
           8.27      -0.845125       0.534569       -1.16029      -0.414469
           8.28      -0.853387       0.521278        -1.1341      -0.438513
           8.29      -0.862267       0.506455       -1.10775      -0.462946
            8.3      -0.871697       0.490045       -1.08124      -0.487754
           8.31        -0.8816       0.471997        -1.0546      -0.512925
           8.32      -0.891885       0.452262       -1.02785      -0.538452
           8.33       -0.90245       0.430796       -1.00102      -0.564335
           8.34      -0.913178       0.407562      -0.974118      -0.590579
           8.35      -0.923942       0.382532      -0.947184      -0.617198
           8.36      -0.934605       0.355688      -0.920236      -0.644209
           8.37      -0.945016       0.327023      -0.893296      -0.671639
           8.38      -0.955019       0.296543      -0.866383      -0.699521
           8.39      -0.964449       0.264271      -0.839513      -0.727894
            8.4      -0.973133       0.230242      -0.812698      -0.756804
           8.41        -0.9809       0.194511      -0.785948      -0.786301
           8.42      -0.987575       0.157149      -0.759265       -0.81644
           8.43      -0.992985       0.118242      -0.732647      -0.847276
           8.44      -0.996962      0.0778938       -0.70609      -0.878868
           8.45      -0.999344       0.036224      -0.679584      -0.911275
           8.46      -0.999978      -0.006635      -0.653115      -0.944551
           8.47      -0.998722      -0.050539      -0.626667       -0.97875
           8.48      -0.995445     -0.0953341      -0.600222       -1.01392
           8.49       -0.99003      -0.140859      -0.573764        -1.0501
            8.5       -0.98237      -0.186949      -0.547275       -1.08733
           8.51      -0.972372      -0.233437       -0.52074       -1.12564
           8.52      -0.959955      -0.280155      -0.494148       -1.16504
           8.53      -0.945045       -0.32694      -0.467493       -1.20554
           8.54      -0.927577      -0.373633      -0.440773       -1.24714
           8.55      -0.907487      -0.420079      -0.413996       -1.28983
           8.56      -0.884714      -0.466133      -0.387174       -1.33357
           8.57      -0.859192      -0.511654      -0.360332       -1.37834
           8.58      -0.830843      -0.556507      -0.333501       -1.42406
           8.59       -0.79958       -0.60056      -0.306724       -1.47067
            8.6       -0.76529      -0.643685      -0.280056       -1.51807
           8.61      -0.727837      -0.685751      -0.253565       -1.56613
           8.62      -0.687043      -0.726617      -0.227333       -1.61469
           8.63      -0.642687      -0.766129      -0.201462       -1.66353
           8.64      -0.594486      -0.804106      -0.176073       -1.71236
           8.65      -0.542085      -0.840324      -0.151311       -1.76081
           8.66      -0.485037      -0.874494      -0.127353       -1.80834
           8.67      -0.422799      -0.906223      -0.104406       -1.85418
           8.68      -0.354741      -0.934965     -0.0827077       -1.89725
           8.69      -0.280227      -0.959934     -0.0625038       -1.93594
            8.7      -0.198862      -0.980028     -0.0439755       -1.96796
           8.71       -0.11105      -0.993815     -0.0270769       -1.99028
           8.72     -0.0187905      -0.999823     -0.0113004        -1.9998
           8.73      0.0741685      -0.997246     0.00436718       -1.99481
           8.74       0.163759        -0.9865      0.0210191       -1.97626
           8.75       0.247382      -0.968918      0.0393079       -1.94703
           8.76        0.32421      -0.945985      0.0593696       -1.91028
           8.77       0.394456      -0.918915      0.0810473       -1.86853
           8.78       0.458713      -0.888585       0.104088       -1.82359
           8.79       0.517619      -0.855611       0.128238       -1.77669
            8.8       0.571743      -0.820433        0.15327       -1.72866
           8.81       0.621556       -0.78337       0.178994       -1.68011
           8.82       0.667439      -0.744665       0.205252       -1.63145
           8.83        0.70969      -0.704514       0.231912       -1.58299
           8.84       0.748549       -0.66308       0.258866       -1.53498
           8.85         0.7842      -0.620508       0.286024       -1.48758
           8.86       0.816791      -0.576934       0.313311       -1.44094
           8.87       0.846438      -0.532488        0.34067       -1.39516
           8.88       0.873234      -0.487301       0.368053       -1.35031
           8.89       0.897257      -0.441509       0.395423       -1.30647
            8.9       0.918573      -0.395252       0.422755       -1.26368
           8.91       0.937243      -0.348677       0.450032       -1.22196
           8.92       0.953328      -0.301937       0.477246       -1.18134
           8.93        0.96689      -0.255193       0.504396       -1.14182
           8.94       0.977999      -0.208609       0.531486       -1.10339
           8.95       0.986733      -0.162354       0.558528       -1.06604
           8.96       0.993179      -0.116599       0.585535       -1.02974
           8.97        0.99744     -0.0715112       0.612525      -0.994463
           8.98       0.999628     -0.0272574       0.639515      -0.960166
           8.99       0.999872      0.0160035       0.666524        -0.9268
              9        0.99831      0.0581211       0.693569      -0.894314
           9.01       0.995092      0.0989562       0.720663      -0.862651
           9.02       0.990379       0.138383       0.747819      -0.831753
           9.03       0.984338       0.176291       0.775044      -0.801562
           9.04       0.977142       0.212585       0.802339      -0.772018
           9.05       0.968967       0.247189       0.829703      -0.743067
           9.06       0.959988        0.28004       0.857128      -0.714656
           9.07       0.950378       0.311097       0.884604      -0.686738
           9.08       0.940306       0.340331       0.912114      -0.659272
           9.09       0.929932       0.367731       0.939641      -0.632222
            9.1       0.919411       0.393299       0.967161      -0.605561
           9.11       0.908884       0.417049       0.994651      -0.579267
           9.12       0.898484       0.439006        1.02209      -0.553326
           9.13        0.88833       0.459205        1.04945      -0.527731
           9.14        0.87853       0.477687         1.0767      -0.502481
           9.15       0.869179       0.494498        1.10383      -0.477582
           9.16       0.860357       0.509691         1.1308      -0.453044
           9.17       0.852137       0.523319        1.15761      -0.428883
           9.18       0.844576       0.535435        1.18423      -0.405116
           9.19       0.837723       0.546096        1.21064      -0.381767
            9.2       0.831614       0.555355        1.23684       -0.35886
           9.21       0.826277       0.563264        1.26282      -0.336422
           9.22       0.821734       0.569872        1.28855      -0.314481
           9.23       0.817994       0.575227        1.31405      -0.293064
           9.24       0.815064        0.57937         1.3393      -0.272201
           9.25       0.812943       0.582343        1.36431       -0.25192
           9.26       0.811624        0.58418        1.38907      -0.232248
           9.27       0.811097       0.584912        1.41359      -0.213213
           9.28       0.811347       0.584565        1.43787      -0.194839
           9.29       0.812354       0.583164        1.46191      -0.177151
            9.3         0.8141       0.580725        1.48572      -0.160173
           9.31       0.816558       0.577264         1.5093      -0.143924
           9.32       0.819704       0.572788        1.53266      -0.128425
           9.33       0.823509       0.567303         1.5558      -0.113692
           9.34       0.827944       0.560811        1.57872     -0.0997414
           9.35       0.832978       0.553307        1.60144     -0.0865871
           9.36       0.838577       0.544782        1.62395     -0.0742406
           9.37       0.844709       0.535225        1.64625     -0.0627118
           9.38       0.851338       0.524618        1.66835     -0.0520082
           9.39       0.858425       0.512939        1.69023     -0.0421356
            9.4       0.865934       0.500159        1.71189     -0.0330975
           9.41       0.873822       0.486247        1.73332     -0.0248951
           9.42       0.882046       0.471164         1.7545     -0.0175277
           9.43        0.89056       0.454865        1.77542     -0.0109917
           9.44       0.899315       0.437301        1.79604    -0.00528151
           9.45       0.908256       0.418414        1.81633   -0.000388789
           9.46       0.917325        0.39814        1.83625      0.0036974
           9.47       0.926454       0.376407        1.85572     0.00699066
           9.48       0.935571       0.353138        1.87468     0.00950721
           9.49       0.944592       0.328248        1.89302      0.0112657
            9.5       0.953419       0.301648        1.91064      0.0122867
           9.51       0.961944       0.273248        1.92738      0.0125919
           9.52       0.970036       0.242962        1.94305      0.0122024
           9.53       0.977547       0.210716        1.95743      0.0111362
           9.54       0.984307       0.176463        1.97025      0.0094044
           9.55       0.990123         0.1402        1.98121     0.00700575
           9.56       0.994786       0.101987        1.98997     0.00392047
           9.57       0.998078      0.0619758        1.99616    0.000103835
           9.58       0.999792      0.0204167        1.99948    -0.00451736
           9.59        0.99975     -0.0223431        1.99967     -0.0100429
            9.6       0.997827      -0.065889        1.99661     -0.0165899
           9.61       0.993955      -0.109787        1.99029     -0.0242779
           9.62       0.988127      -0.153637        1.98085     -0.0332136
           9.63       0.980382      -0.197105        1.96851     -0.0434799
           9.64       0.970786      -0.239947        1.95356     -0.0551314
           9.65       0.959416      -0.281994        1.93629      -0.068197
           9.66       0.946349      -0.323147        1.91701     -0.0826843
           9.67       0.931652      -0.363351        1.89597     -0.0985859
           9.68       0.915384      -0.402581        1.87341      -0.115884
           9.69        0.89759      -0.440831        1.84953      -0.134555
            9.7       0.878305      -0.478101        1.82452      -0.154572
           9.71       0.857555      -0.514391        1.79853      -0.175907
           9.72       0.835362        -0.5497        1.77167      -0.198531
           9.73       0.811739       -0.58402        1.74407      -0.222416
           9.74       0.786701      -0.617335        1.71581      -0.247536
           9.75       0.760258      -0.649621        1.68698      -0.273867
           9.76       0.732427      -0.680846        1.65763      -0.301384
           9.77       0.703223       -0.71097        1.62784      -0.330068
           9.78        0.67267      -0.739943        1.59764      -0.359899
           9.79       0.640797       -0.76771        1.56707      -0.390862
            9.8       0.607646      -0.794208        1.53617      -0.422942
           9.81       0.573265       -0.81937        1.50496      -0.456127
           9.82       0.537718      -0.843125        1.47345      -0.490409
           9.83       0.501083      -0.865399        1.44165      -0.525783
           9.84       0.463454      -0.886121        1.40955      -0.562242
           9.85       0.424941      -0.905221        1.37715      -0.599787
           9.86       0.385673      -0.922636        1.34443      -0.638416
           9.87       0.345796       -0.93831        1.31136      -0.678131
           9.88       0.305476        -0.9522        1.27789      -0.718933
           9.89       0.264895      -0.964277        1.24398      -0.760821
            9.9        0.22425      -0.974532        1.20957      -0.803794
           9.91       0.183754      -0.982972        1.17458      -0.847846
           9.92       0.143631      -0.989631        1.13895      -0.892968
           9.93       0.104112      -0.994566        1.10258      -0.939141
           9.94      0.0654354      -0.997857        1.06537      -0.986341
           9.95      0.0278391      -0.999612        1.02723       -1.03453
           9.96    -0.00844052      -0.999964        0.98805       -1.08367
           9.97     -0.0431726      -0.999068       0.947725       -1.13368
           9.98     -0.0761349      -0.997098       0.906146       -1.18451
           9.99      -0.107116      -0.994247       0.863207       -1.23606
             10      -0.135916       -0.99072       0.818806       -1.28822
